block,profile,arm,workload,bw,loss,rep,ttfb_ms,total_ms,bytes,objects
primary,P3,tcp-bbr,W3,50,0,18,538.87,689.422,10240,1
primary,P3,tcp-bbr,W3,50,0,40,549.749,655.003,10240,1
primary,P3,tcp-bbr,W3,50,0,12,638.896,662.844,10240,1
primary,P3,tcp-bbr,W3,50,0,8,498.84,646.937,10240,1
primary,P3,tcp-cubic,W3,50,0,49,513.809,669.811,10240,1
primary,P3,tcp-bbr,W3,50,0,38,509.101,656.349,10240,1
primary,P3,quic,W3,50,0,47,813.27,813.359,10240,1
primary,P3,tcp-bbr,W3,50,0,32,560.89,960.643,10240,1
primary,P3,tcp-cubic,W3,50,0,22,543.17,788.973,10240,1
primary,P3,quic,W3,50,0,45,825.458,825.537,10240,1
primary,P3,quic,W3,50,0,12,727.566,727.664,10240,1
primary,P3,tcp-bbr,W3,50,0,11,631.937,757.631,10240,1
primary,P3,quic,W3,50,0,15,829.378,829.465,10240,1
primary,P3,quic,W3,50,0,46,842.357,842.886,10240,1
primary,P3,quic,W3,50,0,13,366.345,368.444,10240,1
primary,P3,tcp-cubic,W3,50,0,31,777.715,777.781,10240,1
primary,P3,tcp-bbr,W3,50,0,33,505.767,637.924,10240,1
primary,P3,tcp-bbr,W3,50,0,43,493.114,679.663,10240,1
primary,P3,tcp-cubic,W3,50,0,48,531.693,698.876,10240,1
primary,P3,tcp-cubic,W3,50,0,14,668.793,856.943,10240,1
primary,P3,tcp-cubic,W3,50,0,30,690.697,690.791,10240,1
primary,P3,tcp-bbr,W3,50,0,29,503.459,657.356,10240,1
primary,P3,tcp-bbr,W3,50,0,9,529.751,672.801,10240,1
primary,P3,tcp-cubic,W3,50,0,26,511.51,657.908,10240,1
primary,P3,tcp-bbr,W3,50,0,31,532.997,729.179,10240,1
primary,P3,tcp-cubic,W3,50,0,13,524.468,799.193,10240,1
primary,P3,quic,W3,50,0,5,347.569,349.604,10240,1
primary,P3,quic,W3,50,0,0,327.116,373.519,10240,1
primary,P3,quic,W3,50,0,11,765.125,780.548,10240,1
primary,P3,tcp-bbr,W3,50,0,49,505.616,675.318,10240,1
primary,P3,quic,W3,50,0,1,872.104,872.193,10240,1
primary,P3,tcp-cubic,W3,50,0,1,500.907,662.329,10240,1
primary,P3,tcp-bbr,W3,50,0,46,538.465,681.926,10240,1
primary,P3,tcp-bbr,W3,50,0,45,661.035,836.191,10240,1
primary,P3,tcp-bbr,W3,50,0,26,560.778,704.161,10240,1
primary,P3,tcp-cubic,W3,50,0,18,564.037,734.269,10240,1
primary,P3,quic,W3,50,0,39,336.093,336.177,10240,1
primary,P3,quic,W3,50,0,37,346.365,346.459,10240,1
primary,P3,tcp-cubic,W3,50,0,27,518.837,691.403,10240,1
primary,P3,tcp-bbr,W3,50,0,48,549.149,673.251,10240,1
primary,P3,tcp-bbr,W3,50,0,36,540.801,695.656,10240,1
primary,P3,tcp-bbr,W3,50,0,41,607.761,690.828,10240,1
primary,P3,tcp-cubic,W3,50,0,10,558.548,730.117,10240,1
primary,P3,quic,W3,50,0,38,779.202,781.93,10240,1
primary,P3,quic,W3,50,0,34,327.469,327.562,10240,1
primary,P3,quic,W3,50,0,24,337.352,337.471,10240,1
primary,P3,tcp-bbr,W3,50,0,47,554.059,732.203,10240,1
primary,P3,tcp-bbr,W3,50,0,20,554.995,723.521,10240,1
primary,P4,tcp-bbr,W3,50,0,17,629.485,629.602,10240,1
primary,P4,quic,W3,50,0,38,425.505,426.448,10240,1
primary,P4,tcp-cubic,W3,50,0,12,772.735,811.233,10240,1
primary,P4,quic,W3,50,0,30,1025.303,1025.399,10240,1
primary,P4,quic,W3,50,0,39,939.339,941.389,10240,1
primary,P4,tcp-cubic,W3,50,0,25,631.516,818.334,10240,1
primary,P4,tcp-cubic,W3,50,0,1,614.312,639.251,10240,1
primary,P4,tcp-cubic,W3,50,0,35,596.785,608.642,10240,1
primary,P4,tcp-cubic,W3,50,0,29,636.248,654.817,10240,1
primary,P4,tcp-bbr,W3,50,0,0,634.418,639.888,10240,1
primary,P4,tcp-cubic,W3,50,0,46,632.607,648.944,10240,1
primary,P4,tcp-bbr,W3,50,0,44,731.07,731.14,10240,1
primary,P4,quic,W3,50,0,42,483.901,483.991,10240,1
primary,P4,quic,W3,50,0,6,993.256,994.205,10240,1
primary,P4,tcp-bbr,W3,50,0,16,771.446,771.519,10240,1
primary,P4,tcp-cubic,W3,50,0,42,787.165,819.123,10240,1
primary,P4,tcp-bbr,W3,50,0,48,741.697,767.608,10240,1
primary,P4,tcp-bbr,W3,50,0,39,713.263,725.988,10240,1
primary,P4,quic,W3,50,0,18,443.178,443.308,10240,1
primary,P4,tcp-bbr,W3,50,0,46,697.141,856.566,10240,1
primary,P4,quic,W3,50,0,45,999.118,999.92,10240,1
primary,P4,tcp-cubic,W3,50,0,6,704.034,733.087,10240,1
primary,P4,tcp-cubic,W3,50,0,11,930.938,930.998,10240,1
primary,P4,tcp-cubic,W3,50,0,26,651.529,667.459,10240,1
primary,P4,quic,W3,50,0,22,397.896,397.985,10240,1
primary,P4,quic,W3,50,0,26,1074.991,1075.972,10240,1
primary,P4,tcp-cubic,W3,50,0,19,664.02,706.709,10240,1
primary,P4,tcp-bbr,W3,50,0,34,592.477,642.845,10240,1
primary,P4,tcp-cubic,W3,50,0,5,670.577,674.067,10240,1
primary,P4,quic,W3,50,0,9,1015.682,1015.776,10240,1
primary,P4,tcp-bbr,W3,50,0,41,670.707,670.77,10240,1
primary,P4,quic,W3,50,0,20,1000.411,1002.376,10240,1
primary,P4,quic,W3,50,0,44,455.885,456.009,10240,1
primary,P4,tcp-bbr,W3,50,0,21,773.311,795.341,10240,1
primary,P4,tcp-bbr,W3,50,0,28,696.862,697.606,10240,1
primary,P4,quic,W3,50,0,2,1019.754,1020.704,10240,1
primary,P4,tcp-bbr,W3,50,0,26,698.367,700.274,10240,1
primary,P4,tcp-bbr,W3,50,0,49,632.918,673.868,10240,1
primary,P4,tcp-bbr,W3,50,0,37,739.14,741.267,10240,1
primary,P4,tcp-bbr,W3,50,0,4,696.122,703.307,10240,1
primary,P4,tcp-cubic,W3,50,0,10,659.593,734.802,10240,1
primary,P4,tcp-bbr,W3,50,0,40,652.895,652.992,10240,1
primary,P4,quic,W3,50,0,7,417.045,418.082,10240,1
primary,P4,tcp-bbr,W3,50,0,13,673.871,697.423,10240,1
primary,P4,tcp-bbr,W3,50,0,30,793.553,794.185,10240,1
primary,P4,quic,W3,50,0,13,993.634,993.754,10240,1
primary,P4,quic,W3,50,0,23,619.917,620.452,10240,1
primary,P4,quic,W3,50,0,33,418.139,418.273,10240,1
primary,P4,tcp-bbr,W3,50,0,24,584.881,601.732,10240,1
primary,P4,quic,W3,50,0,3,444.755,444.866,10240,1
primary,P4,tcp-bbr,W3,50,0,6,663.128,677.175,10240,1
primary,P4,tcp-cubic,W3,50,0,18,616.968,816.243,10240,1
primary,P4,tcp-bbr,W3,50,0,32,637.204,656.61,10240,1
primary,P4,quic,W3,50,0,35,1163.95,1164.051,10240,1
primary,P4,tcp-bbr,W3,50,0,27,623.191,658.737,10240,1
primary,P4,tcp-cubic,W3,50,0,7,837.561,844.499,10240,1
primary,P4,quic,W3,50,0,31,933.157,933.246,10240,1
primary,P4,tcp-bbr,W3,50,0,7,641.748,669.227,10240,1
primary,P4,quic,W3,50,0,41,1051.906,1052.0,10240,1
primary,P4,tcp-cubic,W3,50,0,27,667.181,698.335,10240,1
primary,P4,tcp-cubic,W3,50,0,8,614.873,614.953,10240,1
primary,P4,tcp-bbr,W3,50,0,31,633.756,636.424,10240,1
primary,P4,tcp-bbr,W3,50,0,3,624.48,664.367,10240,1
primary,P4,tcp-cubic,W3,50,0,39,657.784,851.694,10240,1
primary,P4,quic,W3,50,0,43,422.39,422.482,10240,1
primary,P4,tcp-cubic,W3,50,0,13,671.308,672.382,10240,1
primary,P4,tcp-cubic,W3,50,0,41,631.865,637.905,10240,1
primary,P4,tcp-bbr,W3,50,0,19,666.102,704.46,10240,1
primary,P4,tcp-cubic,W3,50,0,4,664.03,665.111,10240,1
primary,P4,quic,W3,50,0,15,439.841,441.439,10240,1
primary,P4,tcp-cubic,W3,50,0,44,769.898,771.991,10240,1
primary,P4,quic,W3,50,0,11,393.599,395.585,10240,1
primary,P4,quic,W3,50,0,19,991.001,991.148,10240,1
primary,P4,tcp-cubic,W3,50,0,33,603.847,605.987,10240,1
primary,P4,tcp-cubic,W3,50,0,15,648.453,651.292,10240,1
primary,P4,quic,W3,50,0,46,1055.878,1055.978,10240,1
primary,P4,tcp-bbr,W3,50,0,20,706.859,723.811,10240,1
primary,P4,tcp-cubic,W3,50,0,32,602.25,611.783,10240,1
primary,P4,quic,W3,50,0,28,1075.228,1076.162,10240,1
primary,P4,quic,W3,50,0,40,423.361,423.464,10240,1
primary,P4,tcp-cubic,W3,50,0,3,606.675,623.067,10240,1
primary,P4,tcp-bbr,W3,50,0,8,571.895,603.448,10240,1
primary,P4,tcp-bbr,W3,50,0,29,632.516,658.888,10240,1
primary,P4,quic,W3,50,0,25,952.813,953.719,10240,1
primary,P4,tcp-bbr,W3,50,0,12,678.921,698.201,10240,1
primary,P4,tcp-bbr,W3,50,0,25,660.499,660.585,10240,1
primary,P4,tcp-bbr,W3,50,0,10,1018.683,1045.944,10240,1
primary,P4,tcp-bbr,W3,50,0,5,607.591,627.888,10240,1
primary,P4,tcp-cubic,W3,50,0,43,646.069,966.829,10240,1
primary,P4,quic,W3,50,0,14,444.512,445.539,10240,1
primary,P4,tcp-bbr,W3,50,0,36,609.631,655.274,10240,1
primary,P4,quic,W3,50,0,29,385.302,385.527,10240,1
primary,P4,tcp-bbr,W3,50,0,11,911.904,951.665,10240,1
primary,P4,tcp-cubic,W3,50,0,47,607.395,641.695,10240,1
primary,P4,tcp-bbr,W3,50,0,18,593.737,608.988,10240,1
primary,P4,tcp-bbr,W3,50,0,33,596.821,627.939,10240,1
primary,P4,quic,W3,50,0,17,446.55,446.678,10240,1
primary,P4,tcp-bbr,W3,50,0,9,598.983,627.766,10240,1
primary,P4,tcp-bbr,W3,50,0,45,648.202,662.452,10240,1
primary,P4,tcp-cubic,W3,50,0,30,634.868,881.949,10240,1
primary,P4,tcp-bbr,W3,50,0,42,625.637,627.571,10240,1
primary,P4,tcp-cubic,W3,50,0,16,655.762,760.012,10240,1
primary,P4,tcp-cubic,W3,50,0,20,751.319,751.788,10240,1
primary,P4,quic,W3,50,0,34,428.876,439.887,10240,1
primary,P4,tcp-bbr,W3,50,0,35,812.378,961.7,10240,1
primary,P4,quic,W3,50,0,27,517.528,517.62,10240,1
primary,P4,tcp-bbr,W3,50,0,23,633.837,647.294,10240,1
primary,P4,quic,W3,50,0,21,1018.483,1018.571,10240,1
primary,P4,quic,W3,50,0,37,920.717,920.819,10240,1
primary,P4,tcp-cubic,W3,50,0,17,650.574,650.65,10240,1
primary,P4,tcp-cubic,W3,50,0,23,576.707,616.478,10240,1
primary,P4,quic,W3,50,0,10,936.719,939.636,10240,1
primary,P4,tcp-bbr,W3,50,0,15,613.122,669.032,10240,1
primary,P4,tcp-bbr,W3,50,0,47,685.411,712.787,10240,1
primary,P4,tcp-cubic,W3,50,0,14,682.547,701.46,10240,1
primary,P4,tcp-cubic,W3,50,0,21,711.59,716.558,10240,1
primary,P4,tcp-cubic,W3,50,0,2,723.107,723.177,10240,1
primary,P4,quic,W3,50,0,36,1148.292,1149.293,10240,1
primary,P4,tcp-cubic,W3,50,0,37,621.995,663.296,10240,1
primary,P4,quic,W3,50,0,4,1101.69,1103.292,10240,1
primary,P4,quic,W3,50,0,24,920.027,950.42,10240,1
primary,P4,tcp-cubic,W3,50,0,45,645.218,660.754,10240,1
primary,P4,tcp-cubic,W3,50,0,24,678.654,718.885,10240,1
primary,P4,quic,W3,50,0,49,1307.725,1316.664,10240,1
primary,P4,tcp-cubic,W3,50,0,28,672.543,693.115,10240,1
primary,P4,quic,W3,50,0,0,399.987,400.079,10240,1
primary,P4,tcp-bbr,W3,50,0,22,724.71,724.946,10240,1
primary,P4,tcp-bbr,W3,50,0,38,616.193,636.144,10240,1
primary,P4,tcp-cubic,W3,50,0,48,600.136,631.682,10240,1
primary,P4,tcp-cubic,W3,50,0,40,643.007,663.972,10240,1
primary,P4,tcp-cubic,W3,50,0,22,608.73,634.339,10240,1
primary,P4,tcp-cubic,W3,50,0,31,624.377,625.423,10240,1
primary,P4,tcp-cubic,W3,50,0,38,656.825,670.982,10240,1
primary,P4,quic,W3,50,0,16,956.536,956.646,10240,1
primary,P4,tcp-cubic,W3,50,0,36,819.88,834.078,10240,1
primary,P4,quic,W3,50,0,48,390.131,391.144,10240,1
primary,P4,quic,W3,50,0,1,431.631,432.658,10240,1
primary,P4,tcp-cubic,W3,50,0,49,584.126,624.793,10240,1
primary,P4,tcp-cubic,W3,50,0,9,636.533,658.83,10240,1
primary,P4,tcp-bbr,W3,50,0,2,688.825,742.781,10240,1
primary,P4,tcp-bbr,W3,50,0,43,692.552,740.466,10240,1
primary,P4,quic,W3,50,0,32,912.901,913.689,10240,1
primary,P4,quic,W3,50,0,47,949.372,1043.891,10240,1
primary,P4,tcp-bbr,W3,50,0,1,769.781,769.854,10240,1
primary,P4,tcp-cubic,W3,50,0,34,671.841,734.507,10240,1
primary,P4,quic,W3,50,0,5,1045.542,1045.627,10240,1
primary,P4,quic,W3,50,0,8,941.271,941.363,10240,1
primary,P4,tcp-cubic,W3,50,0,0,636.301,638.288,10240,1
primary,P4,quic,W3,50,0,12,402.193,418.268,10240,1
primary,P4,tcp-bbr,W3,50,0,14,700.543,741.584,10240,1
