block,profile,arm,workload,bw,loss,rep,ttfb_ms,total_ms,bytes,objects
primary,P4,tcp-bbr,W1,3,0,7,663.954,69112.605,10485760,1
primary,P4,tcp-bbr,W1,3,0,4,691.147,85601.02,10485760,1
primary,P4,tcp-cubic,W1,3,0,3,742.124,52041.798,10485760,1
primary,P4,tcp-bbr,W1,3,0,6,657.968,31585.286,10485760,1
primary,P4,tcp-bbr,W1,3,0,8,644.791,85101.727,10485760,1
primary,P4,tcp-bbr,W1,3,0,0,603.101,83073.614,10485760,1
primary,P4,tcp-bbr,W1,3,0,9,639.299,55809.932,10485760,1
primary,P4,tcp-cubic,W1,3,0,1,853.429,89109.337,10485760,1
primary,P4,tcp-cubic,W1,3,0,9,663.865,50750.6,10485760,1
primary,P4,tcp-bbr,W1,3,0,1,698.475,54646.2,10485760,1
primary,P4,tcp-cubic,W1,3,0,4,649.261,31334.818,10485760,1
primary,P4,tcp-cubic,W1,3,0,0,625.824,61441.054,10485760,1
primary,P4,tcp-cubic,W1,3,0,8,650.106,50954.183,10485760,1
primary,P4,tcp-cubic,W1,3,0,5,637.771,31473.419,10485760,1
